Name,Listing id,Price,Link
Used 2017 Lexus IS 200t,572018233,"23,400",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572018233
Used 2010 Lexus IS 250C,568141786,"11,000",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568141786
Used 2015 Lexus RX 350 AWD,564068123,"19,976",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564068123
Used 2017 Lexus GX 460 Luxury,573178006,"40,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573178006
Used 2012 Lexus RX 350 FWD,569143412,"12,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569143412
Used 2014 Lexus GX 460,572212799,"28,997",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572212799
Used 2014 Lexus IS 250,573259407,"18,777",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573259407
Used 2019 Lexus NX 300h AWD,570515029,"32,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570515029
Used 2011 Lexus ES 350,572728808,"14,595",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572728808
Used 2014 Lexus IS 250 AWD,572776774,"21,946",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572776774
Used 2020 Lexus RX 350 AWD F Sport,563100530,"47,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563100530
Used 2018 Lexus IS 300,568713609,"27,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568713609
Used 2010 Lexus LS 460 AWD,575033425,"10,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=575033425
Used 2015 Lexus IS 250,563544030,"17,999",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563544030
Used 2017 Lexus RC 350 F Sport,573385363,"33,450",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573385363
Used 2016 Lexus IS 300 AWD,569638201,"25,000",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569638201
Used 2009 Lexus RX 350,570030993,"12,950",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570030993
Used 2017 Lexus GX 460 Premium,572538687,"34,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572538687
Used 2016 Lexus NX 200t F Sport,572931965,"27,999",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572931965
Used 2018 Lexus RX 350L AWD,573256711,"38,786",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573256711
Used 2019 Lexus GX 460,571879681,"44,488",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571879681
Used 2018 Lexus NX 300h AWD,574470051,"31,949",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574470051
Used 2018 Lexus IS 300 AWD,568585782,"26,491",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568585782
Used 2016 Lexus ES 350,572842037,"21,356",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572842037
Used 2017 Lexus GS 350,573263021,"25,672",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573263021
Used 2006 Lexus IS 250,571727517,"7,933",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571727517
Used 2016 Lexus GS 350,573207100,"22,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573207100
Used 2020 Lexus RX 350 FWD w/ Premium Package,574453183,"45,947",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574453183
Used 2017 Lexus ES 350,566413390,"24,950",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566413390
Used 2017 Lexus ES 350 w/ Luxury Package,544606650,"22,999",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=544606650
Used 2013 Lexus RX 350 AWD,574641686,"18,975",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574641686
Used 2016 Lexus RX 350 AWD,574641696,"29,985",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574641696
Used 2016 Lexus NX 200t F Sport,574192874,"27,999",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574192874
Used 2011 Lexus RX 350 AWD,573934908,"16,994",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573934908
Used 2015 Lexus RX 350 AWD,567711158,"24,950",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567711158
Used 2017 Lexus ES 350 w/ Luxury Package,566892854,"27,225",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566892854
Used 2016 Lexus NX 200t AWD,574829879,"20,970",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574829879
Used 2015 Lexus IS 250 AWD,574457324,"22,749",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574457324
Used 2011 Lexus GX 460,574648007,"23,997",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574648007
Used 2015 Lexus ES 350,568148338,"17,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568148338
Used 2017 Lexus RX 350 AWD,572944498,"34,988",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572944498
Certified 2018 Lexus NX 300 AWD,573015379,"34,699",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573015379
Used 2017 Lexus NX 200t FWD,573266851,"24,900",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573266851
Used 2019 Lexus RC 350 F Sport,572830233,"42,978",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572830233
Used 2011 Lexus LS 460,574298076,"15,549",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574298076
Used 2013 Lexus GX 460,574166508,"22,598",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574166508
Used 2016 Lexus GX 460,571210023,"32,435",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571210023
Used 2014 Lexus GS 350,573416025,"17,877",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573416025
Used 2019 Lexus GX 460,573666306,"44,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573666306
Used 2004 Lexus RX 330 AWD,570046080,"8,399",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570046080
Used 2017 Lexus ES 300h,572196166,"21,322",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572196166
Used 2018 Lexus GX 460,574174741,"41,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574174741
Used 2017 Lexus NX 200t FWD,574096232,"26,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574096232
Used 2018 Lexus RX 350 FWD,574299724,"36,000",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574299724
Used 2018 Lexus RX 350 FWD,574577135,"31,671",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574577135
Used 2011 Lexus RX 350 AWD,573934907,"11,975",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573934907
Used 2014 Lexus ES 350,572831218,"16,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572831218
Used 2018 Lexus GX 460,570980649,"41,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570980649
Used 2015 Lexus GS 350,568571677,"23,990",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568571677
Used 2017 Lexus RX 350 FWD,570254047,"38,990",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570254047
Used 2014 Lexus RX 350 FWD,574793653,"22,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574793653
Used 2015 Lexus RX 350 FWD,564462878,"21,988",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564462878
Used 2019 Lexus ES 350 F Sport,573376439,"35,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573376439
Used 2019 Lexus NX 300 AWD,572903919,"31,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572903919
Used 2019 Lexus NX 300 FWD,570750189,"31,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570750189
Used 2020 Lexus ES 350,570329729,"36,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570329729
Used 2018 Lexus NX 300 FWD,571227579,"26,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571227579
Used 2018 Lexus NX 300 AWD,570749659,"28,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570749659
Used 2010 Lexus IS 250,557198448,"9,495",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=557198448
Used 2017 Lexus CT 200h,570746174,"17,490",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570746174
Used 2019 Lexus ES 350,572717929,"33,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572717929
Used 2018 Lexus ES 300h,572938639,"30,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572938639
Used 2017 Lexus ES 350,572238849,"26,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572238849
Used 2015 Lexus RX 350 AWD,570715099,"21,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570715099
Used 2018 Lexus ES 350,572210019,"34,990",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572210019
Used 2016 Lexus NX 200t FWD,573444125,"24,912",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573444125
Used 2017 Lexus IS 200t,570504949,"23,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570504949
Used 2018 Lexus IS 300,572759179,"24,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572759179
Used 2018 Lexus GX 460,571938709,"41,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571938709
Used 2017 Lexus RX 350 AWD,572754119,"36,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572754119
Used 2019 Lexus NX 300 FWD,571368559,"29,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571368559
Used 2019 Lexus NX 300 FWD,571803179,"31,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571803179
Used 2019 Lexus ES 350,570860388,"33,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570860388
Used 2017 Lexus GS 350,573185649,"31,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573185649
Used 2018 Lexus RX 350 AWD,571068329,"38,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571068329
Used 2011 Lexus ES 350,568704567,"12,000",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568704567
Used 2018 Lexus GX 460,574805692,"39,326",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574805692
Used 2019 Lexus ES 350,559193105,"39,989",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=559193105
Used 2019 Lexus ES 350 F Sport,568704455,"37,000",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568704455
Used 2016 Lexus RC 200t,568678159,"21,498",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568678159
Used 2019 Lexus GS 350 AWD,567598097,"39,421",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567598097
Used 2017 Lexus ES 350,574643851,"28,561",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574643851
Used 2018 Lexus GX 460 Premium,573905746,"40,991",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573905746
Used 2016 Lexus ES 350,574538866,"23,605",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574538866
Used 2020 Lexus NX 300 FWD,572104710,"31,288",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572104710
Used 2016 Lexus NX 200t AWD,574794867,"26,137",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574794867
Used 2014 Lexus ES 350,556334983,"15,557",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=556334983
Used 2018 Lexus IS 300,554594983,"24,599",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=554594983
Used 2016 Lexus RX 350 FWD,572129064,"30,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572129064
Used 2018 Lexus NX 300h AWD,571378590,"33,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571378590
Used 2019 Lexus RX 450h AWD,573314480,"43,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573314480
Used 2020 Lexus ES 350 w/ Premium Package,574215444,"36,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574215444
Used 2019 Lexus ES 350,572600803,"34,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572600803
Used 2010 Lexus LS 460,572454272,"16,809",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572454272
Used 2015 Lexus GX 460,573265309,"28,952",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573265309
Used 2015 Lexus CT 200h,566951313,"15,977",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566951313
Used 2017 Lexus IS 300 AWD,572340028,"26,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572340028
Used 2020 Lexus IS 300 F Sport,573936745,"35,338",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573936745
Used 2020 Lexus RX 350 AWD w/ Premium Package,573808295,"44,770",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573808295
Used 2016 Lexus NX 200t F Sport,574012948,"24,991",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574012948
Used 2018 Lexus RX 350 AWD,569337222,"35,899",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569337222
Used 2019 Lexus RX 350 AWD,572165062,"41,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572165062
Used 2020 Lexus IS 350 F Sport,569965511,"40,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569965511
Used 2019 Lexus GX 460,572845772,"44,998",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572845772
Used 2020 Lexus RX 350 AWD w/ Premium Package,572390676,"44,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572390676
Used 2007 Lexus GX 470,574630793,"12,000",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574630793
Used 2015 Lexus RC F,573779111,"42,988",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573779111
Used 2017 Lexus IS 200t,565966567,"23,477",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565966567
Used 2019 Lexus ES 350,572247812,"34,888",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572247812
Used 2020 Lexus RX 350 AWD F Sport,574804587,"44,024",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574804587
Used 2015 Lexus IS 350,573252257,"24,819",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573252257
Used 2018 Lexus ES 350,571598198,"24,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571598198
Used 2018 Lexus NX 300 FWD,572518924,"27,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572518924
Used 2019 Lexus ES 350,574209868,"36,173",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574209868
Used 2017 Lexus NX 200t FWD,572276981,"24,429",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572276981
Used 2017 Lexus IS 300 AWD,568377863,"26,900",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568377863
Used 2019 Lexus IS 300 AWD,570378606,"33,985",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570378606
Used 2019 Lexus GX 460,574836819,"43,267",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574836819
Used 2010 Lexus RX 350 AWD,574763338,"12,998",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574763338
Used 2018 Lexus GX 460,573680438,"42,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573680438
Used 2019 Lexus RX 350 FWD,574209867,"40,389",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574209867
Used 2017 Lexus NX 200t AWD,567484825,"21,794",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567484825
Used 2017 Lexus RX 450h AWD,574006091,"44,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574006091
Used 2018 Lexus RX 350 FWD,572670715,"35,495",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572670715
Used 2019 Lexus IS 300 AWD,570187147,"31,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570187147
Used 2011 Lexus LS 460,574837269,"20,451",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574837269
Used 2020 Lexus NX 300 FWD,572239501,"32,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572239501
Used 2016 Lexus RX 350 AWD,568427063,"30,779",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568427063
Used 2003 Lexus LS 430,476640343,"7,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=476640343
Used 2014 Lexus ES 350,572916945,"14,950",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572916945
Used 2019 Lexus GX 460,570052085,"47,598",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570052085
Used 2014 Lexus GS 350,568505935,"22,770",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568505935
Used 2017 Lexus GX 460,573388067,"36,480",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573388067
Used 2013 Lexus RX 350 AWD,567697910,"14,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567697910
Used 2008 Lexus RX 350 AWD,574829087,NA,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574829087
Used 2018 Lexus RX 350 AWD,574094974,"41,999",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574094974
Used 2018 Lexus GX 460 Premium,574014749,"37,689",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574014749
Used 2020 Lexus NX 300 FWD w/ Comfort Package,567153683,"30,489",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567153683
Used 2018 Lexus IS 300,572587992,"24,889",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572587992
Used 2018 Lexus IS 300,574799029,"28,489",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574799029
Used 2018 Lexus NX 300 FWD,574875774,"27,888",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574875774
Used 2017 Lexus IS 200t,574849978,"26,986",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574849978
Used 2015 Lexus RX 350 FWD,572933355,"19,741",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572933355
Used 2017 Lexus IS 200t,572329378,"24,980",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572329378
Used 2017 Lexus IS 300 AWD,574921281,"24,859",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574921281
Used 2016 Lexus GX 460 Luxury,574541793,"39,879",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574541793
Used 2017 Lexus NX 200t AWD,574921285,"26,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574921285
Used 2017 Lexus GX 460 Premium,574486140,"37,189",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574486140
Used 2015 Lexus RX 350 AWD,574921301,"22,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574921301
Used 2014 Lexus IS 250,563216186,"18,288",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563216186
Used 2017 Lexus NX 200t AWD,574816241,"25,789",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574816241
Used 2017 Lexus RX 350 AWD,573987781,"31,977",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573987781
Used 2017 Lexus RX 350 FWD,572587991,"30,739",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572587991
Used 2018 Lexus IS 300,572851278,"24,889",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572851278
Used 2018 Lexus ES 350,571573390,"28,994",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571573390
Used 2007 Lexus ES 350,572676254,"9,891",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572676254
Used 2017 Lexus RX 350 AWD,567984366,"30,949",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567984366
Used 2017 Lexus RX 350 AWD,574473041,"33,977",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574473041
Used 2016 Lexus IS 200t,574766145,"19,998",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574766145
Used 2015 Lexus NX 200t F Sport,574832195,"21,999",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574832195
Used 2018 Lexus ES 350,574290244,"26,689",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574290244
Used 2010 Lexus LS 460 L,574163811,"17,530",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574163811
Used 2016 Lexus ES 350,573987134,"22,343",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573987134
Used 2017 Lexus NX 200t FWD,566598176,"23,889",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566598176
Used 2015 Lexus NX 200t FWD,569318269,"20,398",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569318269
Used 2016 Lexus ES 350,568767845,"24,405",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568767845
Used 2007 Lexus LS 460 L,570154916,NA,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570154916
Used 2017 Lexus RX 350 F Sport,574614530,"35,359",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574614530
Used 2017 Lexus IS 200t F Sport,574522567,"25,489",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574522567
Used 2017 Lexus RX 350 FWD,574586932,"33,977",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574586932
Used 2019 Lexus GX 460 Premium,568574272,"45,697",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568574272
Used 2016 Lexus IS 350 AWD,569412477,"30,998",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569412477
Used 2017 Lexus NX 200t F Sport,570394561,"27,259",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570394561
Used 2014 Lexus IS 350,574188671,"23,500",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574188671
Used 2019 Lexus GX 460,569454765,"46,914",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569454765
Used 2018 Lexus GX 460,574647252,NA,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574647252
Used 2018 Lexus NX 300 AWD,574052425,"29,895",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574052425
Used 2015 Lexus IS 250,571038185,"16,910",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571038185
Used 2019 Lexus RX 350 F Sport,573519935,"45,998",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573519935
Used 2017 Lexus LS 460,571672477,"39,798",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571672477
Used 2017 Lexus RX 350 FWD,573016461,"35,240",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573016461
Used 2018 Lexus RX 350L AWD,573670379,"39,897",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573670379
Used 2018 Lexus GX 460 Premium,573174649,"38,389",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573174649
Used 2018 Lexus NX 300 AWD,573030232,"30,389",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573030232
Used 2015 Lexus NX 200t AWD,572614052,"22,295",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572614052
Used 2015 Lexus RX 350 AWD,574270612,"22,498",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574270612
Used 2019 Lexus IS 300,569041450,"29,998",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569041450
Used 2017 Lexus RX 350 AWD,564300909,"33,555",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564300909
Used 2018 Lexus GX 460 Premium,574098802,"37,289",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574098802
Used 2020 Lexus RX 350 AWD w/ Premium Package,574921303,"40,825",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574921303
Used 2018 Lexus NX 300 FWD,574824773,"28,289",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574824773
Used 2018 Lexus GX 460,573812604,"39,228",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573812604
Used 2017 Lexus NX 200t FWD,573479407,"24,719",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573479407
Used 2020 Lexus RX 350 FWD,574782933,"43,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574782933
Used 2019 Lexus NX 300 FWD,572726806,"29,993",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572726806
Used 2019 Lexus LX 570 4WD,572140959,"75,993",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=572140959
Used 2017 Lexus NX 200t AWD,573611883,"24,000",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573611883
Used 2017 Lexus LS 460 L,574483481,"43,558",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574483481
Used 2018 Lexus IS 300,573075463,"25,995",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573075463
Used 2013 Lexus ES 350,573942880,"14,700",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573942880
Used 2017 Lexus RX 350 FWD,574593139,"40,000",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=574593139
Used 2020 Lexus RX 350 AWD w/ Premium Package,573850150,NA,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=573850150
