Name,Listing id,Price,Link,Year,Age
Used 2016 Lexus CT 200h,568020242,15990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568020242,2016,5
Used 2010 Lexus RX 350 2WD,568103080,13830,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568103080,2010,11
Used 2016 Lexus NX 200t FWD,568328001,22922,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568328001,2016,5
Used 2018 Lexus IS 300,568237570,26496,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568237570,2018,3
Used 2018 Lexus IS 300,568322337,31995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568322337,2018,3
Used 2017 Lexus RX 350 FWD,564642985,32898,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564642985,2017,4
Used 2018 Lexus RX 350L AWD,568250092,42998,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568250092,2018,3
Used 2017 Lexus RX 350 AWD,568960120,38995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568960120,2017,4
Used 2017 Lexus GX 460,568938549,34998,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568938549,2017,4
Used 2020 Lexus NX 300 FWD,564474073,32629,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564474073,2020,1
Used 2018 Lexus ES 300h,567841873,27891,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567841873,2018,3
Used 2017 Lexus LX 570 4WD,569094164,58648,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569094164,2017,4
Used 2019 Lexus ES 350,569093732,34995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569093732,2019,2
Used 2011 Lexus RX 350 AWD,567883153,12499,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567883153,2011,10
Used 2019 Lexus UX 250h,569126540,36550,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569126540,2019,2
Used 2016 Lexus RC 200t,569159714,25298,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569159714,2016,5
Used 2019 Lexus GX 460,569177346,46429,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569177346,2019,2
Used 2014 Lexus CT 200h,569159112,15849,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569159112,2014,7
Used 2015 Lexus LS 460,569206140,27877,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569206140,2015,6
Used 2017 Lexus GX 460,569220850,35919,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569220850,2017,4
Used 2019 Lexus IS 300,568878593,29950,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568878593,2019,2
Used 2018 Lexus RX 350L AWD,570414143,40770,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570414143,2018,3
Used 2018 Lexus GX 460 Premium,569053144,41981,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569053144,2018,3
Used 2012 Lexus RX 450h AWD,569107326,15999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569107326,2012,9
Used 2013 Lexus GS 350,569069432,19995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569069432,2013,8
Used 2010 Lexus RX 350 2WD,571248660,12991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571248660,2010,11
Used 2017 Lexus RX 350 FWD,557045992,29900,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=557045992,2017,4
Used 2019 Lexus ES 350,565272270,32614,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565272270,2019,2
Used 2013 Lexus GX 460,569085404,24750,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569085404,2013,8
Used 2019 Lexus GX 460 Premium,569090144,48991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569090144,2019,2
Used 2017 Lexus ES 350,569033189,19498,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569033189,2017,4
Used 2017 Lexus GS 200t,569090357,29000,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569090357,2017,4
Used 2014 Lexus GX 460,569165035,28992,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569165035,2014,7
Used 2017 Lexus RX 350 AWD,560523836,34995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=560523836,2017,4
Used 2013 Lexus ES 350,567979433,16477,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567979433,2013,8
Used 2017 Lexus RX 350 AWD,569159318,35477,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569159318,2017,4
Used 2013 Lexus RX 450h AWD,569175671,16590,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569175671,2013,8
Used 2013 Lexus ES 350,569096789,18500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569096789,2013,8
Used 2017 Lexus NX 200t AWD,569207781,24798,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569207781,2017,4
Used 2013 Lexus RX 450h FWD,569205905,19754,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569205905,2013,8
Used 2017 Lexus NX 200t AWD,569180508,25498,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569180508,2017,4
Used 2013 Lexus ES 350,569013685,14917,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569013685,2013,8
Used 2017 Lexus NX 200t F Sport,569026345,25991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569026345,2017,4
Used 2014 Lexus LS 460 AWD,565509143,34995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565509143,2014,7
Used 2017 Lexus RX 350 FWD,568953739,36930,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568953739,2017,4
Used 2018 Lexus IS 300 AWD,568967083,23900,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568967083,2018,3
Used 2019 Lexus IS 300 AWD,565314483,36883,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565314483,2019,2
Used 2019 Lexus ES 350,568984807,33000,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568984807,2019,2
Used 2020 Lexus IS 300 F Sport,569092708,36995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569092708,2020,1
Used 2018 Lexus NX 300 AWD,567993348,33990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567993348,2018,3
Used 2019 Lexus RX 350 F Sport,569158541,46988,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569158541,2019,2
Used 2014 Lexus IS 250 AWD,568329484,22790,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568329484,2014,7
Used 2018 Lexus NX 300 FWD,569172568,26292,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569172568,2018,3
Used 2019 Lexus IS 300,569231906,31030,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569231906,2019,2
Used 2017 Lexus RX 350 FWD,571000374,31990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571000374,2017,4
Used 2013 Lexus ES 350,561796029,14888,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=561796029,2013,8
Used 2017 Lexus IS 200t,565641283,24975,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565641283,2017,4
Used 2018 Lexus NX 300 AWD,571331153,32995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571331153,2018,3
Used 2014 Lexus ES 350,569070478,16993,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569070478,2014,7
Used 2017 Lexus RX 350 AWD,569086448,33502,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569086448,2017,4
Used 2007 Lexus IS 250 AWD,569086400,8988,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569086400,2007,14
Used 2014 Lexus IS 250,569166157,20911,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569166157,2014,7
Used 2014 Lexus ES 350,567934753,16290,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567934753,2014,7
Used 2018 Lexus RX 350L w/ Premium Package,569160535,40000,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569160535,2018,3
Used 2006 Lexus LX 470 4WD,569167685,20419,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569167685,2006,15
Used 2017 Lexus RX 350 Premium,569164972,36198,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569164972,2017,4
Used 2016 Lexus NX 300h AWD,569200606,28755,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569200606,2016,5
Used 2015 Lexus NX 200t AWD,569194250,23987,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569194250,2015,6
Used 2016 Lexus ES 350,569195680,20798,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569195680,2016,5
Used 2018 Lexus ES 350,569235626,28888,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569235626,2018,3
Used 2013 Lexus ES 350,569214508,15995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569214508,2013,8
Used 2017 Lexus RX 350 AWD,569246590,34806,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569246590,2017,4
Used 2017 Lexus IS 350,569274421,32756,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569274421,2017,4
Used 2019 Lexus GX 460,569298845,44900,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569298845,2019,2
Used 2012 Lexus IS 250,569273078,14470,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569273078,2012,9
Used 2011 Lexus IS 250,569301091,12499,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569301091,2011,10
Used 2002 Lexus SC 430 Convertible,568158543,11493,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568158543,2002,19
Used 2019 Lexus ES 350,569209259,34311,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569209259,2019,2
Used 2015 Lexus GS 350,569288684,21991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569288684,2015,6
Used 2015 Lexus RX 350 AWD,568330713,20519,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568330713,2015,6
Used 2020 Lexus RC 300 F Sport,568329763,48995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568329763,2020,1
Used 2017 Lexus RX 350 F Sport,569298039,33457,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569298039,2017,4
Used 2019 Lexus RX 350 AWD,567686685,44480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567686685,2019,2
Certified 2017 Lexus RC 350 AWD,565389466,34995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565389466,2017,4
Used 2015 Lexus RC 350,569306287,24700,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569306287,2015,6
Used 2009 Lexus RX 350 AWD,571354705,7500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571354705,2009,12
Used 2007 Lexus LS 460 L,571321496,11988,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571321496,2007,14
Used 2017 Lexus NX 200t F Sport,569309889,26985,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569309889,2017,4
Used 2011 Lexus RX 350 AWD,569308427,11982,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569308427,2011,10
Used 2017 Lexus GX 460,565149970,40800,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565149970,2017,4
Used 2017 Lexus RX 350 AWD,569302129,32998,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569302129,2017,4
Used 2016 Lexus GX 460,569287689,33654,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569287689,2016,5
Used 2017 Lexus NX 200t AWD,568325543,27995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568325543,2017,4
Used 2015 Lexus GX 460,568140893,28499,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568140893,2015,6
Used 2019 Lexus ES 350,569196405,39999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569196405,2019,2
Used 2018 Lexus NX 300 FWD,569196752,28988,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569196752,2018,3
Used 2016 Lexus ES 350,569234115,23881,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569234115,2016,5
Used 2017 Lexus ES 300h,569329436,26490,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569329436,2017,4
Used 2018 Lexus LS 500,571356229,58499,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571356229,2018,3
Used 2018 Lexus GS 350 AWD,571363838,32995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571363838,2018,3
Used 2012 Lexus RX 450h AWD,571313259,20990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571313259,2012,9
Used 2018 Lexus RX 450h AWD,571353197,40860,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571353197,2018,3
Used 2015 Lexus RX 350 AWD,571353277,23490,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571353277,2015,6
Used 2016 Lexus CT 200h,569199202,13995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569199202,2016,5
Used 2016 Lexus ES 350,568110593,23995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568110593,2016,5
Used 2017 Lexus NX 200t FWD,568159693,27288,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568159693,2017,4
Used 2017 Lexus RX 350 AWD,569233550,32555,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569233550,2017,4
Used 2018 Lexus ES 350,569198667,27598,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569198667,2018,3
Used 2014 Lexus LS 460 L,569198669,35998,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569198669,2014,7
Used 2018 Lexus ES 300h,569211607,31290,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569211607,2018,3
Used 2019 Lexus NX 300 FWD,565324824,28000,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565324824,2019,2
Used 2018 Lexus ES 350,570350759,27891,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570350759,2018,3
Used 2013 Lexus RX 350 AWD,569271484,17303,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569271484,2013,8
Used 2005 Lexus LS 430,569277110,10500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569277110,2005,16
Used 2020 Lexus ES 350 w/ Premium Package,568218443,38888,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568218443,2020,1
Used 2009 Lexus RX 350 2WD,571291391,12999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571291391,2009,12
Used 2009 Lexus RX 350 FWD,571321491,8988,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571321491,2009,12
Used 2017 Lexus RX 350 AWD,565570550,32700,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565570550,2017,4
Used 2018 Lexus NX 300h AWD,571376855,35240,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571376855,2018,3
Used 2019 Lexus ES 350,569284691,36964,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569284691,2019,2
Used 2016 Lexus RX 350 AWD,568255823,26488,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568255823,2016,5
Used 2017 Lexus ES 350,569278307,30595,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569278307,2017,4
Used 2016 Lexus LX 570 4WD,569286167,58400,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569286167,2016,5
Used 2017 Lexus GX 460,571352155,35999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571352155,2017,4
Used 2019 Lexus NX 300 FWD,569258589,32588,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569258589,2019,2
Used 2017 Lexus RX 350 FWD,570724785,30769,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570724785,2017,4
Used 2019 Lexus NX 300 FWD,568248563,33637,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568248563,2019,2
Used 2014 Lexus ES 350,569229289,17998,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569229289,2014,7
Used 2010 Lexus ES 350,570666725,9990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570666725,2010,11
Used 2014 Lexus ES 350,567562535,19995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567562535,2014,7
Used 2019 Lexus NX 300 FWD,571367155,31500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571367155,2019,2
Used 2015 Lexus IS 250C,569156855,29745,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569156855,2015,6
Used 2017 Lexus GX 460,569355316,35376,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569355316,2017,4
Used 2017 Lexus RX 350 FWD,571350307,34990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571350307,2017,4
Used 2018 Lexus LS 500,569352707,64872,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569352707,2018,3
Used 2017 Lexus GX 460 Luxury,571355369,42750,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571355369,2017,4
Used 2017 Lexus RX 350 FWD,571830323,29980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571830323,2017,4
Used 2017 Lexus GX 460 Premium,569937129,37489,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569937129,2017,4
Used 2008 Lexus LS 460 L,570514985,12300,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570514985,2008,13
Used 2019 Lexus ES 350,571804857,34680,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571804857,2019,2
Used 2016 Lexus CT 200h,571106137,16090,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571106137,2016,5
Used 2017 Lexus RX 350 AWD,565959883,29497,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565959883,2017,4
Used 2019 Lexus RX 350 AWD,567997083,42000,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567997083,2019,2
Used 2018 Lexus GX 460,571424131,34990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571424131,2018,3
Used 2013 Lexus GS 350,569724611,21990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569724611,2013,8
Used 2017 Lexus RX 350 FWD,568665611,34431,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568665611,2017,4
Used 2017 Lexus IS 300 AWD,570307207,28499,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570307207,2017,4
Used 2004 Lexus RX 330 AWD,571760951,12995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571760951,2004,17
Used 2008 Lexus LS 460,566393961,11399,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566393961,2008,13
Used 2017 Lexus RX 350 AWD,567045476,33599,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567045476,2017,4
Used 2017 Lexus ES 350,555632751,25495,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=555632751,2017,4
Used 2017 Lexus RX 350 FWD,568359832,28980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568359832,2017,4
Used 2013 Lexus GS 350,568113776,19899,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568113776,2013,8
Used 2015 Lexus RX 350 FWD,568000438,18550,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568000438,2015,6
Used 2018 Lexus ES 350,562894164,27391,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=562894164,2018,3
Used 2010 Lexus ES 350,571810101,7750,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571810101,2010,11
Used 2010 Lexus RX 350 AWD,569496780,15493,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569496780,2010,11
Used 2017 Lexus RX 350 AWD,569496797,32999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569496797,2017,4
Used 2018 Lexus RX 350 FWD,571601769,32994,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571601769,2018,3
Used 2015 Lexus RC 350 F Sport,570245286,29701,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570245286,2015,6
Used 2019 Lexus RC 300 AWD,559350342,45988,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=559350342,2019,2
Used 2017 Lexus RX 350 AWD,570468107,32891,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570468107,2017,4
Used 2018 Lexus ES 350,570689374,29991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570689374,2018,3
Used 2019 Lexus NX 300 F Sport,567538945,30962,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567538945,2019,2
