Name,Listing id,Price,Link,Year,Age
Used 2018 Lexus RX 350L FWD,570975097,35781,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570975097,2018,3
Used 2017 Lexus IS 200t,563941579,20997,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563941579,2017,4
Used 2015 Lexus CT 200h,570960319,17999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570960319,2015,6
Used 2019 Lexus RX 350 FWD,570825004,38995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570825004,2019,2
Used 2007 Lexus LS 460,564290878,5995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564290878,2007,14
Used 2013 Lexus LS 460,571715699,19999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571715699,2013,8
Used 2009 Lexus LS 460 AWD,566895106,6795,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566895106,2009,12
Used 2018 Lexus NX 300 FWD,570888617,26500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570888617,2018,3
Used 2016 Lexus IS 200t,568666117,23463,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568666117,2016,5
Used 2017 Lexus GS 350,566889445,32067,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566889445,2017,4
Used 2020 Lexus NX 300 FWD w/ Comfort Package,559327598,33491,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=559327598,2020,1
Used 2020 Lexus NX 300 FWD,568454295,34987,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568454295,2020,1
Used 2018 Lexus IS 300,563778310,31991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563778310,2018,3
Used 2017 Lexus ES 350,563778307,28991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563778307,2017,4
Used 2016 Lexus CT 200h,565377890,19469,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565377890,2016,5
Used 2015 Lexus GS 350,556094940,23450,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=556094940,2015,6
Used 2016 Lexus NX 200t F Sport,563283242,26991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563283242,2016,5
Used 2017 Lexus RX 350 FWD,563778312,29991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563778312,2017,4
Used 2019 Lexus IS 350 F Sport,566589289,37799,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566589289,2019,2
Used 2010 Lexus RX 350 2WD,568575009,9996,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568575009,2010,11
Used 2017 Lexus RX 350 FWD,569874059,28590,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569874059,2017,4
Used 2015 Lexus IS 250,566914455,15500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566914455,2015,6
Used 2017 Lexus LX 570 4WD,568824746,57400,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568824746,2017,4
Used 2017 Lexus GX 460,571755147,35994,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571755147,2017,4
Used 2013 Lexus GX 460 Premium,570891461,23500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570891461,2013,8
Used 2010 Lexus IS 350C,571868297,20990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571868297,2010,11
Used 2015 Lexus GS 350,570241726,21990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570241726,2015,6
Used 2016 Lexus GX 460,569476276,26950,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569476276,2016,5
Used 2015 Lexus IS 250,564094115,14862,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564094115,2015,6
Used 2017 Lexus GX 460,563753595,39500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563753595,2017,4
Used 2017 Lexus NX 200t FWD,563456136,25500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563456136,2017,4
Used 2015 Lexus RX 350 AWD,557850857,24994,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=557850857,2015,6
Used 2015 Lexus IS 250,571529894,17499,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571529894,2015,6
Used 2016 Lexus ES 350,565377889,26998,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565377889,2016,5
Used 2015 Lexus NX 200t AWD,564311481,23527,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564311481,2015,6
Used 2016 Lexus ES 350 w/ Luxury Package,568518068,25950,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568518068,2016,5
Used 2017 Lexus RX 350 F Sport,564474640,38985,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564474640,2017,4
Used 2017 Lexus GX 460 Premium,568454300,41987,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568454300,2017,4
Used 2017 Lexus ES 350,561700526,26987,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=561700526,2017,4
Used 2019 Lexus UX 200,567114770,30494,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567114770,2019,2
Used 2019 Lexus ES 350 F Sport,570502300,38480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570502300,2019,2
Used 2010 Lexus RX 350 2WD,571573404,10991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571573404,2010,11
Used 2019 Lexus NX 300 FWD,571794520,32920,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571794520,2019,2
Used 2016 Lexus GS 450h,569859612,34270,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569859612,2016,5
Used 2018 Lexus RX 350 FWD,571187731,35050,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571187731,2018,3
Used 2019 Lexus RX 350 FWD,567585883,35980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567585883,2019,2
Used 2019 Lexus UX 250h,568353893,32480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568353893,2019,2
Used 2018 Lexus RX 350 FWD,569497493,33980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569497493,2018,3
Used 2019 Lexus RX 350 FWD,564512439,39980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564512439,2019,2
Used 2017 Lexus RX 350 FWD,568733758,30980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568733758,2017,4
Used 2018 Lexus RX 350 AWD,569056587,40480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569056587,2018,3
Used 2019 Lexus NX 300h AWD,571698087,29480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571698087,2019,2
Used 2014 Lexus ES 300h,571699676,15949,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571699676,2014,7
Used 2017 Lexus IS 200t,571243087,26491,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571243087,2017,4
Used 2018 Lexus RX 350L Luxury,569859620,38480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569859620,2018,3
Used 2017 Lexus GX 460,570516895,39480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570516895,2017,4
Certified 2018 Lexus NX 300 FWD,571746243,28100,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571746243,2018,3
Used 2017 Lexus IS 200t,570606936,26891,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570606936,2017,4
Used 2019 Lexus ES 350 w/ Luxury Package,569183918,36480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569183918,2019,2
Used 2010 Lexus ES 350,568478869,12370,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568478869,2010,11
Used 2017 Lexus RX 350 FWD,571698079,33940,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571698079,2017,4
Used 2019 Lexus ES 350,571703574,37200,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571703574,2019,2
Used 2019 Lexus NX 300 FWD,570859541,32380,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570859541,2019,2
Used 2014 Lexus GX 460,570486121,27900,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570486121,2014,7
Used 2020 Lexus RX 350 FWD,570594692,45980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570594692,2020,1
Used 2017 Lexus RC 350,571100197,35780,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571100197,2017,4
Used 2017 Lexus RX 350 FWD,571824040,35140,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571824040,2017,4
Used 2018 Lexus RX 350 FWD,568719071,34480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568719071,2018,3
Used 2018 Lexus NX 300 FWD,566809201,27480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566809201,2018,3
Used 2019 Lexus NX 300 FWD,571698070,33700,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571698070,2019,2
Used 2018 Lexus RX 350 FWD,566680522,32480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566680522,2018,3
Used 2019 Lexus NX 300h AWD,568106162,34980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568106162,2019,2
Used 2020 Lexus RX 350 AWD w/ Premium Package,565315003,45980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565315003,2020,1
Used 2016 Lexus RC 200t,571598009,26239,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571598009,2016,5
Used 2017 Lexus ES 350,569470627,24725,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569470627,2017,4
Used 2019 Lexus UX 200,566384420,29980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566384420,2019,2
Used 2019 Lexus NX 300 FWD,570980350,31980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570980350,2019,2
Used 2019 Lexus RX 350 FWD,567498612,35480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567498612,2019,2
Used 2017 Lexus RX 350 FWD,571228492,33500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571228492,2017,4
Used 2017 Lexus RX 350 FWD,564896561,33480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564896561,2017,4
Used 2017 Lexus RX 350 FWD,562101593,29480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=562101593,2017,4
Used 2020 Lexus IS 300,570440599,33480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570440599,2020,1
Used 2018 Lexus RX 350 AWD,569625094,44980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569625094,2018,3
Used 2017 Lexus IS 300 AWD,571100105,28020,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571100105,2017,4
Certified 2014 Lexus IS 250 AWD,568264465,17998,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568264465,2014,7
Used 2019 Lexus RX 350 Premium,566694627,39999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566694627,2019,2
Used 2015 Lexus RX 350 AWD,570717254,23090,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570717254,2015,6
Used 2017 Lexus RX 350 FWD,570213158,34480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570213158,2017,4
Used 2019 Lexus ES 350,571267666,37200,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571267666,2019,2
Used 2019 Lexus IS 300,571267674,30550,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571267674,2019,2
Used 2012 Lexus IS 250 AWD,570835885,17500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570835885,2012,9
Used 2015 Lexus ES 300h,566398642,17000,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566398642,2015,6
Used 2018 Lexus ES 350,568608615,30480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568608615,2018,3
Used 2018 Lexus NX 300 FWD,566922745,25980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566922745,2018,3
Used 2017 Lexus GS 350 AWD,569056503,35980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569056503,2017,4
Used 2019 Lexus ES 350,571100128,36800,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571100128,2019,2
Used 2017 Lexus RX 350 FWD,568391039,31480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568391039,2017,4
Used 2017 Lexus GX 460,571697845,38680,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571697845,2017,4
Used 2016 Lexus IS 200t,569888371,22500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569888371,2016,5
Used 2012 Lexus CT 200h,568694820,12588,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568694820,2012,9
Used 2015 Lexus RX 350 FWD,570502222,18980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570502222,2015,6
Used 2019 Lexus IS 300 AWD,570184970,33480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570184970,2019,2
Used 2019 Lexus NX 300h AWD,567822062,36480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567822062,2019,2
Used 2019 Lexus RC 350,570213171,39480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570213171,2019,2
Used 2017 Lexus RX 350 FWD,567791592,32980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567791592,2017,4
Used 2018 Lexus RX 350 FWD,570403615,36980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570403615,2018,3
Used 2019 Lexus NX 300h AWD,568366385,36480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568366385,2019,2
Used 2018 Lexus RX 350 FWD,570859646,38200,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570859646,2018,3
Used 2019 Lexus ES 350,570290429,36980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570290429,2019,2
Used 2018 Lexus NX 300h AWD,565829563,32480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565829563,2018,3
Used 2019 Lexus NX 300 FWD,570502318,31480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570502318,2019,2
Used 2015 Lexus IS 350,568712479,25321,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568712479,2015,6
Used 2014 Lexus RX 350 AWD,570599797,22500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570599797,2014,7
Used 2018 Lexus NX 300h AWD,565479919,32980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565479919,2018,3
Used 2019 Lexus RX 350 FWD,558620195,38980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=558620195,2019,2
Used 2017 Lexus RX 350 FWD,567822059,34480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567822059,2017,4
Used 2018 Lexus RX 350 AWD,571068256,40730,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571068256,2018,3
Used 2017 Lexus RX 350 AWD,571824016,31640,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571824016,2017,4
Used 2017 Lexus RX 350 FWD,569049856,29897,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569049856,2017,4
Used 2019 Lexus RC 350,571068248,44300,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571068248,2019,2
Used 2018 Lexus RX 350 FWD,569497476,33480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569497476,2018,3
Used 2018 Lexus GX 460,571698095,45440,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571698095,2018,3
Used 2017 Lexus RX 350 FWD,571100200,33980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571100200,2017,4
Used 2018 Lexus GS 350 F Sport,570403573,39400,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570403573,2018,3
Used 2017 Lexus RX 350 FWD,570502275,32980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570502275,2017,4
Used 2017 Lexus RX 350 FWD,566496778,32480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566496778,2017,4
Used 2019 Lexus RX 350 FWD,567791573,41980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567791573,2019,2
Used 2019 Lexus RX 350 FWD,565829556,40480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565829556,2019,2
Used 2014 Lexus IS 250 AWD,570583970,23793,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570583970,2014,7
Used 2009 Lexus LS 460 AWD,519417327,12999,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=519417327,2009,12
Used 2018 Lexus LX 570 4WD,550079229,66994,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=550079229,2018,3
Used 2013 Lexus CT 200h,571274764,16000,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571274764,2013,8
Used 2016 Lexus ES 350,568366420,24480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568366420,2016,5
Used 2017 Lexus RX 350 FWD,566818232,31480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566818232,2017,4
Used 2017 Lexus RX 350 FWD,570632387,33480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570632387,2017,4
Used 2019 Lexus RX 350 FWD,564228675,37480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564228675,2019,2
Used 2019 Lexus RX 350 FWD,564985018,40980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564985018,2019,2
Used 2017 Lexus RX 350 F Sport,570981351,40050,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570981351,2017,4
Used 2017 Lexus RX 350 FWD,566922772,32980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566922772,2017,4
Used 2017 Lexus GX 460,571513728,29998,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571513728,2017,4
Certified 2015 Lexus NX 200t FWD,568146595,21499,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568146595,2015,6
Used 2019 Lexus IS 300,571068232,31980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571068232,2019,2
Used 2018 Lexus RX 350 AWD,562524762,38980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=562524762,2018,3
Used 2017 Lexus GX 460,570092652,37480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570092652,2017,4
Used 2017 Lexus RX 350 AWD,571100123,34310,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571100123,2017,4
Used 2017 Lexus RX 350 AWD,570440559,34590,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570440559,2017,4
Used 2019 Lexus RX 350 AWD,570560479,42480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570560479,2019,2
Used 2018 Lexus NX 300 FWD,571498427,32400,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571498427,2018,3
Used 2019 Lexus ES 350,571824014,33980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571824014,2019,2
Used 2018 Lexus RX 350 AWD,571698068,34970,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571698068,2018,3
Used 2015 Lexus CT 200h,569717653,11749,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569717653,2015,6
Used 2018 Lexus IS 350 AWD,570549202,37500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570549202,2018,3
Used 2019 Lexus ES 300h,556933584,36985,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=556933584,2019,2
Used 2018 Lexus RX 350 AWD,564119920,38500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564119920,2018,3
Used 2018 Lexus NX 300 FWD,571775933,32990,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571775933,2018,3
Used 2019 Lexus RX 350 FWD,560622727,39395,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=560622727,2019,2
Used 2018 Lexus GX 460,565303969,40480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565303969,2018,3
Used 2017 Lexus RX 350 FWD,566261805,33480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566261805,2017,4
Used 2019 Lexus RX 350 FWD,564757026,40980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564757026,2019,2
Used 2018 Lexus GX 460,570980349,43400,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570980349,2018,3
Used 2017 Lexus ES 350,570593658,26480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570593658,2017,4
Used 2017 Lexus IS 200t,570717466,25980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570717466,2017,4
Used 2019 Lexus NX 300h AWD,570061034,38480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570061034,2019,2
Used 2019 Lexus NX 300 FWD,571100229,34310,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571100229,2019,2
Used 2018 Lexus GX 460,571794368,42500,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571794368,2018,3
Used 2019 Lexus ES 350 F Sport,571187754,37980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571187754,2019,2
Used 2020 Lexus RX 350 AWD F Sport,569458184,51995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569458184,2020,1
Used 2006 Lexus GS 300,569838148,10490,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569838148,2006,15
Used 2010 Lexus RX 350 AWD,571222286,12991,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571222286,2010,11
Used 2019 Lexus LS 500,569518248,66997,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569518248,2019,2
Used 2015 Lexus NX 200t AWD,569390787,24995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569390787,2015,6
Used 2019 Lexus ES 350,567034575,36980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567034575,2019,2
Used 2019 Lexus ES 350,570717327,36980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570717327,2019,2
Used 2017 Lexus RX 350 AWD,570783834,34491,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570783834,2017,4
Used 2017 Lexus ES 300h,563371238,27980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=563371238,2017,4
Used 2018 Lexus RX 350 FWD,571824025,33980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571824025,2018,3
Used 2014 Lexus ES 350,566809197,16480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566809197,2014,7
Used 2017 Lexus RX 450h AWD,569056408,38480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569056408,2017,4
Used 2015 Lexus RC 350,562479323,28492,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=562479323,2015,6
Used 2019 Lexus RX 350 AWD,570326951,45980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570326951,2019,2
Used 2018 Lexus NX 300 FWD,570593668,30400,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570593668,2018,3
Used 2018 Lexus RX 350 AWD,566254605,36480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566254605,2018,3
Used 2018 Lexus ES 350,565400964,26980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565400964,2018,3
Used 2016 Lexus IS 300 AWD,571498425,26600,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571498425,2016,5
Used 2019 Lexus RX 350 FWD,565005493,37980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=565005493,2019,2
Used 2019 Lexus NX 300 FWD,570061018,32980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570061018,2019,2
Used 2017 Lexus RX 350 FWD,560706829,31480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=560706829,2017,4
Used 2017 Lexus ES 350,569859584,25480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=569859584,2017,4
Used 2020 Lexus NX 300 AWD w/ Comfort Package,568478874,36480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568478874,2020,1
Used 2019 Lexus RC 300 AWD,571498439,41020,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571498439,2019,2
Used 2019 Lexus NX 300 FWD,564368134,28480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564368134,2019,2
Used 2020 Lexus GX 460 Luxury,570521295,58777,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570521295,2020,1
Used 2017 Lexus IS 200t,567785732,25937,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=567785732,2017,4
Used 2018 Lexus NX 300 FWD,568366401,27480,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568366401,2018,3
Used 2017 Lexus ES 350,571480478,23454,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571480478,2017,4
Used 2015 Lexus RX 350 FWD,568741885,21995,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568741885,2015,6
Used 2020 Lexus NX 300h AWD w/ Comfort Package,570213172,36980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570213172,2020,1
Used 2017 Lexus RX 350 FWD,564602962,30980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=564602962,2017,4
Used 2019 Lexus ES 350,570552943,38980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=570552943,2019,2
Used 2019 Lexus NX 300 FWD,571498412,34100,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=571498412,2019,2
Used 2019 Lexus RX 350 AWD,566509092,44980,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=566509092,2019,2
Used 2016 Lexus IS 200t,568227244,20800,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=568227244,2016,5
